Mri ID,Song Title,Publisher(s),Composer(s),US Share,Revised Share,Not Our Song,Last Updated
901660086,PA LOS FALSOS Y CORRIENTES,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901463876,RANCHERO HASTA LAS CACHAS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
891304377,EL MASHIN,MELODIES OF AFINARTE / SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
891471242,EL CONSENTIDO DE DIOS,MELODIES OF AFINARTE,"CRUZ, VILLA JULIO",100.00%,,false,
901463805,CADENA PERPETUA,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
901463838,"VALIENTE, EL",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891367480,EL SEÑOR SANCHEZ QUINTERO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891360844,EL MEDICO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891471241,MI FORTALEZA,MUSIC OF AFINARTE,"AVILEZ, DANILO",100.00%,,false,
901733189,NO ESTARE AQUI,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
878897721,EN EL CAMINO,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
895179705,LAS INCONVENIENCIAS,MELODIES OF AFINARTE,"LIMON, PERLA ELENES",100.00%,,false,
901659671,MARTIN EL CHIQUEADO,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
886871039,"14 DE ENERO, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
884663630,CORRIDO DE CHANO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360730,EL DOBLE R,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
877782303,LOS VALIENTES DE CHACALA,MELODIES OF AFINARTE,"CASTILLO, JOSE BARRAZA",100.00%,,false,
886299291,"TACUACHE, EL",MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891367476,EL MISMO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
885343739,LAS RENCILLAS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
888539100,CUADRA LOS PARIENTES,MELODIES OF AFINARTE,UNKNOWN WRITER,100.00%,,false,2020-09-01 10:24:39.0
896935684,YA NO SOY EL MISMO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901463887,YO SOY DE LA SIERRA,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
895179680,EL SERIECITO DE GUERRERO,MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
886390133,HOMBRE DE RANCHO,MELODIES OF AFINARTE,"GURROLA-MARTINEZ, EDUARDO",100.00%,,false,
901733074,"PRIMO, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891367491,MI CALENDARIO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
894515131,ENTIENDO TUS MOTIVOS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
897302837,"CINICA DE CINICAS, LA",MELODIES OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR",100.00%,,false,
891355059,EL GLASS (FEAT. MARIO EL CACHORRO DELGADO),SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360843,EL MAS GRANDE DE GUERRERO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
877444601,PROCAMPO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
886290202,"PUNKER, EL",MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR",100.00%,,false,
901463879,SOY CUKIN,SONGS OF AFINARTE,"GARCIA, NICOLAS",100.00%,,false,
891471238,EL ÁRBOL DE LA SOMBRA,MUSIC OF AFINARTE,"GURROLA MARTINES, EDUARDO",100.00%,,false,
891360737,MONOS NEGROS,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
891360740,SOMOS ARRIEROS,SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
901733075,"MAS LOCO, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
897302655,"PAYE, EL",MELODIES OF AFINARTE,"ONTIVEROS GASTELUM, JOSE ANGEL",100.00%,,false,
897302727,"QUE CALLA OTORGA, EL",MELODIES OF AFINARTE,"FELIX, ALEJANDRO PALOMARES",100.00%,,false,
905380550,UN ANO MAS,SONGS OF AFINARTE,"AMARO PEREZ, VICTOR EDUARDO/AMARO, MANUEL MOLINA",100.00%,,false,
901660439,EL 9 DE LA SUERTE,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901390301,CABALLOS DE ORO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
894930923,NO ESTA FACIL,MELODIES OF AFINARTE,"SAUCEDA, ANGEL",100.00%,,false,
897302433,SI ESTAS TRISTE,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
899598725,"CAPITAN, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901463811,CORRIDO DEL IDELFONSO,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
895179707,EL JEFE DE LAS CANAS,MUSIC OF AFINARTE,"RAMIREZ MIRANDA, RICARDO",100.00%,,false,
897293366,COMO QUISIERA,MELODIES OF AFINARTE,"ORDONEZ MONTENEGRO, JESUS ALBERT",100.00%,,false,
891360729,EL CORRIDO DEL CHOLO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
884473747,EL JINETE,SONGS OF AFINARTE,KANALES,100.00%,,false,
886299316,QUE ME TENGAN ENVIDIA LOS TONOS,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
896935686,EL AGRADECIDO,MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
891361541,EL HIJO DE BALTAZAR,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
886290144,"MONKEY, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901463854,"PREGUNTA DEL MILLON, LA",SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",33.34%,,false,
896935687,LO QUE FALTA Y LO QUE HAY,MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
891355084,PACIENCIA AL PACIENTE,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891367497,SOY HUMILDE (EN VIVO),MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
884725613,EL RR,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901659841,EL BLANCO,MELODIES OF AFINARTE / SONGS OF AFINARTE,"DIAZ, BORJA GERARDO/RAMIREZ, MALDONADO JUAN",100.00%,,false,
901463843,FUE POR TU CULPA,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901390311,"RUBIO DE BABUNICA, EL",SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
887303045,SENDA MAFIOSA,SONGS OF AFINARTE,KANALES,100.00%,,false,
884663660,CUERNO PLATEADO,SONGS OF AFINARTE,KANALES,100.00%,,false,
905380319,LOS CONSEJOS DE LA VIDA,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901390327,"ALEGRE, EL",SONGS OF AFINARTE,"GARCIA, RODOLFO",100.00%,,false,
891410452,ESTA EN TI,MELODIES OF AFINARTE,"RIOS ECHEVERRIA, ADRIANA ISABEL",100.00%,,false,
901733049,"HOMBRE DE LAS CANAS, EL",MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
897293368,"2 ESTADOS, EL",MELODIES OF AFINARTE / MUSIC OF AFINARTE / SONGS OF AFINARTE,"DAVILA, ISIDRO",100.00%,,false,
901463852,"MENCHIZA, LA",MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
891355063,MACARIO HAROS,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
895179638,EL O U,MELODIES OF AFINARTE,"ONTIVEROS GASTELUM, JOSE ANGEL",100.00%,,false,
889763478,CABRON Y VAGO,MELODIES OF AFINARTE / SONGS OF AFINARTE,"GARCIA, ALEXANDER/MUNOZ CANTU, RODOLFO EDEN/QUEZADA MANCHA, ALFONSO DE JESUS/QUEZADA, IMANOL",75.00%,,false,
886924310,QUITATE LA CARETA,MELODIES OF AFINARTE,"CASTELLANOS OREJEL, CARLOS/MAGALLON, LUIS/OLEA-MENESSES, NESTOR SAID/OREJEL, CARLOS/SANTOYO LIMON, ULISES EMMANUEL",25.00%,,false,
886299311,GUITARRITA COMPANERA,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
890002961,NO QUISE DECIRLE,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
884474120,TRATOS PELIGROSOS,SONGS OF AFINARTE,KANALES,100.00%,,false,
877607320,LISTA NEGRA,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891416748,CORRIDO DEL CACARO,MUSIC OF AFINARTE,"LOPEZ, ERIK",100.00%,,false,
891355062,LOS CUERVOS (FEAT. EL FANTASMA),SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901733293,ROBERTO LUNA SALDIVAR,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891304378,EL FUE ARTURO,MUSIC OF AFINARTE,"AVILEZ, DANILO",100.00%,,false,
901660440,MI VIDA MIS GUSTOS,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
899644171,"TITAN 11, EL",MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
901733038,"COMANDANTE CHITO, EL",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
886705024,FALSAS AMISTADES,MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR/DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
905380357,CASH IS KING,SONGS OF AFINARTE,"GONZALEZ, VIANCA L",100.00%,,false,
891367494,PA' DONDE APUNTA EL HUARACHE,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
877095447,SIN DECEPCIONES,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
885384452,"COMPA NAUH, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
904412750,DOLARES DE A 100 Y BILLETES DE A 1000,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
887113018,MACHETE TERCIADO,SONGS OF AFINARTE,"GONZALEZ, VIANCA L",100.00%,,false,
891360853,UN CORRIDO DE AMOR,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891361027,EL GUERO CAMARON,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
885384446,CORRIDO A ELI CAMACHO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
888543041,"MISMO, EL",SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
901376156,VIAJE,MELODIES OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/OTERO APONTE, ALEXANDER",100.00%,,false,
896935692,TODO CUANTO TUVE,MELODIES OF AFINARTE,"GARCIA, ALEXANDER/LIMON ELENES, PERLA",100.00%,,false,
891360728,EL 13,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
885384463,MIENTRAS HAY DINERO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
886899014,POR MANUELITO,MELODIES OF AFINARTE,"GURROLA-MARTINEZ, EDUARDO",100.00%,,false,
891355086,SIGO SIENDO ISMAEL (FEAT. KALEB MENDEZ),SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
888542431,EL CORRIDO DE EL MAYOR,MELODIES OF AFINARTE,UNKNOWN WRITER,100.00%,,false,
901463841,ERA BARRERA,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
888425615,MANANA SIN SOL,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901344969,"CEREBRO DE ORO, EL",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
891360733,EL SR. TESORO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
885299813,"ESCUELA DE LA CALLE, LA",MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
878894817,PILOTO DE RANCHO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891360837,EL CORONGORO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901660171,EL DOBLE CERO,SONGS OF AFINARTE,"HURTADO, SALVADOR",100.00%,,false,
891360735,LA CORONA DEL RANCHERO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
886827207,PA LOS MAL AGRADECIDOS,MELODIES OF AFINARTE,"BORJA, GERARDO DIAZ",100.00%,,false,
886299280,"MES DE MAYO, EL",MUSIC OF AFINARTE,"GURROLA MARTINES, EDUARDO",100.00%,,false,
896935682,DEJATE DE COSAS,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
878720351,EL DOBLE A,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901463884,Y TE VOY A EXTRANAR,SONGS OF AFINARTE,"AGUILERA, AMADOR/CASTILLO PALMA, JOSE ADRIAN SR",100.00%,,false,
891360834,EL COMPA KALET,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
885299810,"MS, EL",MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
891355068,CON ESCUELA DE UN RANCHERO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891361539,CORRIDO DEL TEMO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
891304383,EL INMIGRANTE,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
896040872,"MILLON, AL",SONGS OF AFINARTE,"GURROLA MARTINES, EDUARDO/QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
897302728,VEN,MELODIES OF AFINARTE,"FELIX, ALEJANDRO PALOMARES",100.00%,,false,
891361028,JAIMITO LEYVA (EN VIVO),MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
885384462,MI TALENTO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
876841388,BURRO AMARRADO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
888614419,JUEGO DE PODERES,SONGS OF AFINARTE,"MENDIVIL, SANABIA WILFRIDO",100.00%,,false,
889845654,AMISTAD Y PESOS,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
885431171,HOY VENGO POR TI,SONGS OF AFINARTE,KANALES,100.00%,,false,
891360547,SOY EL 50,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901463856,LAGRIMAS EN MI ALMOHADA,SONGS OF AFINARTE,"OCHOA, VICTOR",100.00%,,false,
891355067,CARICIAS VENDIDAS,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901660088,POR CULPA DE TU AMOR,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901733037,"DE LOS GALLOS, EL",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
901463863,ME CAMBIO LA SUERTE,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
877096177,CORRIDO DE PENANO,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
878443080,OBELISCO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
886299293,"RULETA, LA",MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
901660192,SOLDADO CAIDO,SONGS OF AFINARTE,"HURTADO MEDINA, EDGAR SALVADOR",100.00%,,false,
891355065,QUE ME TENGAN ENVIDIA LOS TONTOS,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
896935689,DE RANCHO SOY,MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
878201214,NO SE VIVIR SIN TI,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891303121,ANDAMOS POR CHICAGO,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
891303132,EL TOLO,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
899598720,"RUSO Y SU PLEBADA, EL",MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901659685,BELLA MUJER,SONGS OF AFINARTE,"CERVANTES, ALEXANDER",100.00%,,false,
901463842,FRANCISCO CORTEZ,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
884725621,MANY,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
879525679,EL NANO (VERSION ESTUDIO),MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
902211221,"PRIMITO, EL",SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
896935694,"COLOR DE LA SUERTE, EL",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360842,EL JAQUE MATE,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
876422963,EL ROLEX,MUSIC OF AFINARTE,"LOPEZ, ERIK",100.00%,,false,
901733071,YO SOY EL JEDE,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891355060,GUERRA AVISADA,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360544,NADA ES COMO ANTES,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
891304380,EL CORRIDO DE PANCHITO,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
886299254,TIRO DE GRACIA,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
895179663,LA EMBOSCADA DE BARRERA,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
885384459,"WARACHES DE CORREA, LOS",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901659774,LA CHINA WHITE,SONGS OF AFINARTE,"RAMIREZ, MALDONADO JUAN",100.00%,,false,
891360734,HERIBERTO HERNANDEZ,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
891416749,CORRIDO DEL PEKE,MUSIC OF AFINARTE,"LOPEZ, ERIK",100.00%,,false,
901344974,PEDRO WILON,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
894515134,LA LIEBRE,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
897302432,POR UN BUEN FUTURO,,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901463823,"COMPADRE DE LAS NAVES, EL",MELODIES OF AFINARTE,"FELIX, LUIS ENRIQUE",100.00%,,false,
901733295,SE OYEN VARIAS LENGUAS,MELODIES OF AFINARTE,"ZAPATA, ORLANDO/ZAPATA, ROLANDO",100.00%,,false,
896935691,"ERA DE HIELO, LA",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
905380322,VOY A TOMARME UNA,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901390313,"CHAPARRITOS, LOS",SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
886560281,LA SUERTE DEL SENOR,MELODIES OF AFINARTE / SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS/QUEZADA MANCHA, IMANOL",100.00%,,false,
904412695,EL MUCHACHITO,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901463888,YO SOY DE TIERRA CALIENTE,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901463858,"LLORAR, LLORAR, LLORAR",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901733052,"DE LA NORIA, EL",MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
891471249,EL VILLANO DE SAN LUIS,MELODIES OF AFINARTE,"ALVAREZ, ANTONIO",100.00%,,false,
886299314,"CHINOS DE MI SUPER, LOS",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901390333,ELLA,SONGS OF AFINARTE,"AMARO PEREZ, VICTOR EDUARDO/NUNEZ, GABRIEL",100.00%,,false,
891360727,CORRIDO DEL CANO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
891360744,EL DE LA BARBA,MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR",100.00%,,false,
897293184,RECORDANDO A BARRERA,MELODIES OF AFINARTE,"LEON MEZA, SERGIO BLADIMIR",100.00%,,false,
885780373,"TORO FINO, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901463886,YA VALIMOS,SONGS OF AFINARTE,"MUNOZ, EDEN/QUEZADA, IMANOL",50.00%,,false,
901733283,TODOS GUACHAN,SONGS OF AFINARTE,"GARCIA JUNIOR, NICOLAS",100.00%,,false,
897293371,"COMANDANTE CHICOTE, EL",MELODIES OF AFINARTE / MUSIC OF AFINARTE / SONGS OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901463839,"ZORRO 19, EL",SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS/QUEZADA, IMANOL",100.00%,,false,
891360833,EL ALBANIL,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891471246,AHORA VA LA MIA,SONGS OF AFINARTE,"LOPEZ, MACIAS RIGO ELEAZAR",100.00%,,false,
878136120,EL TRAMPOLIN,MELODIES OF AFINARTE / SONGS OF AFINARTE,"ANGULO PEREZ, JESUS OTONIEL/GONZALEZ, JAVIER",50.00%,,false,
901733036,H20T,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
891304389,PALMA Y SAN FELIPE,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
891410682,EL SOLICITADO,MELODIES OF AFINARTE,"HERNANDEZ, MEDINA GULBERTO",100.00%,,false,
885299814,ME ENGNASTE Y HOY TE VAS,MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
878991640,EL C14,MELODIES OF AFINARTE,"SOLIS GARCIA, JUAN FRANCISCO",100.00%,,false,
889004350,BORRACHO DE COCHERA,MELODIES OF AFINARTE,"GARCIA, ALEXANDER/MUNOZ CANTU, RODOLFO EDEN",100.00%,,false,
897293179,"LEON DE LA CIENEGA, EL",MELODIES OF AFINARTE,"LEON MEZA, SERGIO BLADIMIR",100.00%,,false,
899598727,NO OCUPO DE NADIE,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
899598724,SU CLAVE ES EL 3,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
876645455,JAIMITO LEYVA,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
901463832,"PATOTAS, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891368141,IVAN ARCHIVALDO,MELODIES OF AFINARTE,"RODRIGUEZ MONDRAGON, ANGEL ALEXIS",100.00%,,false,
901390304,"VALOR DE UN VARON, EL",MELODIES OF AFINARTE,"GARCIA, ALEXANDER/LIMON, PERLA ELENES",100.00%,,false,
891304388,MI PROFESIÓN,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
909556260,"ATENTADOS, LOS",SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
901463844,GARANTIZADO,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
891418057,NO DEBO AMARTE,MELODIES OF AFINARTE,"ORDONEZ MONTENEGRO, JESUS ALBERT",100.00%,,false,
896040871,"PRIMERA, A LA",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,