Song #,Song Title,Reg. Date,ISWC #,Affiliate #,Name,Pro,Publisher/Writer,Share %
736232355,ALCOHOL Y PERDICION,06/27/2024,T3280807190,4579964,RAMON ALEJANDRO HERNANDEZ CEBALLOS,SESAC,W,50.000000
736232355,ALCOHOL Y PERDICION,06/27/2024,T3280807190,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
703981854,AL MILLON,05/27/2021,T3040752312,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
703981854,AL MILLON,05/27/2021,T3040752312,4519319,SONGS OF AFINARTE,BMI,P,25.000000
703981854,AL MILLON,05/27/2021,T3040752312,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
703981854,AL MILLON,05/27/2021,T3040752312,5301931,ALFONSO DE JESUS QUEZADA,BMI,W,25.000000
701012608,A PESAR DE TODO,12/18/2020,T3096508582,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
701012608,A PESAR DE TODO,12/18/2020,T3096508582,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
59025289,A QUÉ LE TEMES,02/01/2019,T3107850084,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
59025289,A QUÉ LE TEMES,02/01/2019,T3107850084,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
735099376,AQUÍ ANDAMOS,06/27/2024,T3280670711,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
735099376,AQUÍ ANDAMOS,06/27/2024,T3280670711,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
743191037,AQUI EN JALISCO,01/10/2025,,1982485,ALEXANDER GARCIA,ASCAP,W,25.000000
743191037,AQUI EN JALISCO,01/10/2025,,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
743191037,AQUI EN JALISCO,01/10/2025,,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
743191037,AQUI EN JALISCO,01/10/2025,,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
60935872,AQUÍ SENTADO,06/22/2020,T3092442218,475722,RICARDO RAMIREZ MIRANDA,SESAC,W,50.000000
60935872,AQUÍ SENTADO,06/22/2020,T3092442218,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
717238813,A TODO DAR,08/10/2022,T3122086135,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
717238813,A TODO DAR,08/10/2022,T3122086135,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
694675958,AY MOMENTOS,04/18/2019,T3088139195,475722,RICARDO RAMIREZ MIRANDA,SESAC,W,50.000000
694675958,AY MOMENTOS,04/18/2019,T3088139195,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
720284576,BIENVENIDOS,11/24/2022,T3168003230,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
720284576,BIENVENIDOS,11/24/2022,T3168003230,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
762867455,CABALLO ROBADO,01/06/2026,,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
762867455,CABALLO ROBADO,01/06/2026,,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
762867455,CABALLO ROBADO,01/06/2026,,4519319,SONGS OF AFINARTE,BMI,P,25.000000
762867455,CABALLO ROBADO,01/06/2026,,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
727244756,CAMBIE LA JUGADA,09/20/2023,T3264481978,2004526,CARLOS OCTAVIO LEON HERNANDEZ,UNKNOWN,W,25.000000
727244756,CAMBIE LA JUGADA,09/20/2023,T3264481978,4514108,JOSE ANGEL PEREZ,SESAC,W,25.000000
727244756,CAMBIE LA JUGADA,09/20/2023,T3264481978,4519319,SONGS OF AFINARTE,BMI,P,25.000000
727244756,CAMBIE LA JUGADA,09/20/2023,T3264481978,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
753228398,CANTAN LAS RANAS,06/10/2025,T3335665691,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
753228398,CANTAN LAS RANAS,06/10/2025,T3335665691,967179,OSCAR MANUEL AVILEZ FLORES,SESAC,W,50.000000
60779443,CAPAZ DE TODO,01/29/2020,T3128385246,4517420,RUBEN SALAZAR ASTORGA,BMI,W,50.000000
60779443,CAPAZ DE TODO,01/29/2020,T3128385246,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
723690804,CARGANDO LA CRUZ,07/13/2023,T3264248688,480575,JESUS ANTONIO INZUNZA MONTOYA,SESAC,W,50.000000
723690804,CARGANDO LA CRUZ,07/13/2023,T3264248688,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652383,CHUY BALAS,04/03/2019,T3108036966,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
693652383,CHUY BALAS,04/03/2019,T3108036966,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
700033786,COMO LE HAGO,10/01/2020,T3173397956,456690,NESTOR SAGID OLEA MENESES,SESAC,W,25.000000
700033786,COMO LE HAGO,10/01/2020,T3173397956,4569944,NESTOR ADALID OLEA MONTES,SESAC,W,25.000000
700033786,COMO LE HAGO,10/01/2020,T3173397956,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
719307923,CON PORTE RANCHERO,10/19/2022,T3168069083,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
719307923,CON PORTE RANCHERO,10/19/2022,T3168069083,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
699095155,CON VERTE A TI,09/08/2020,T3013464858,4517420,RUBEN SALAZAR ASTORGA,BMI,W,25.000000
699095155,CON VERTE A TI,09/08/2020,T3013464858,483978,JESUS OMAR TARAZON MEDINA,BMI,W,25.000000
699095155,CON VERTE A TI,09/08/2020,T3013464858,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
717270684,CORAZÓN YA NO TENGO,08/10/2022,T3122086124,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
717270684,CORAZÓN YA NO TENGO,08/10/2022,T3122086124,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
996513,CORRIDO DEL CACARO,02/17/2015,T3060431876,456692,ERIK LOPEZ,UNKNOWN,W,50.000000
996513,CORRIDO DEL CACARO,02/17/2015,T3060431876,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
996514,CORRIDO DEL PEKE,02/17/2015,T3060431810,456692,ERIK LOPEZ,UNKNOWN,W,50.000000
996514,CORRIDO DEL PEKE,02/17/2015,T3060431810,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
996512,CORRIDO DE ROBERTILLO FONSECA,02/17/2015,T3060431785,456692,ERIK LOPEZ,UNKNOWN,W,50.000000
996512,CORRIDO DE ROBERTILLO FONSECA,02/17/2015,T3060431785,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
720811353,CORRIDO DE RUDY,12/23/2022,T3167799006,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
720811353,CORRIDO DE RUDY,12/23/2022,T3167799006,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
695195027,DE BOTA Y SOMBRERO,06/06/2019,T3074946393,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
695195027,DE BOTA Y SOMBRERO,06/06/2019,T3074946393,4573347,JUAN CARLOS BRACAMONTES RODRIGUEZ,UNKNOWN,W,25.000000
695195027,DE BOTA Y SOMBRERO,06/06/2019,T3074946393,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
719146599,DE HOJA EN HOJA,10/15/2022,T3168014011,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
719146599,DE HOJA EN HOJA,10/15/2022,T3168014011,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
699222130,DESDE HOY,09/14/2020,T3094891568,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
699222130,DESDE HOY,09/14/2020,T3094891568,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
60779452,DE TI NO QUIERO NADA,01/29/2020,T3128380445,4517420,RUBEN SALAZAR ASTORGA,BMI,W,50.000000
60779452,DE TI NO QUIERO NADA,01/29/2020,T3128380445,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
699222184,EL ARBOL DE LA SOMBRA,09/14/2020,T3074961874,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
699222184,EL ARBOL DE LA SOMBRA,09/14/2020,T3074961874,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652384,EL BULLET,04/03/2019,T3108036977,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
693652384,EL BULLET,04/03/2019,T3108036977,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
718701053,EL CALAVERAS,09/29/2022,T3141932090,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
718717367,EL CALAVERAS,09/29/2022,T3141932090,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
718717367,EL CALAVERAS,09/29/2022,T3141932090,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
718701053,EL CALAVERAS,09/29/2022,T3141932090,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
694675959,EL CALLADO,04/18/2019,T3109022342,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
694675959,EL CALLADO,04/18/2019,T3109022342,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
58446074,EL CAPITÁN,07/25/2018,T3063772903,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
58446074,EL CAPITÁN,07/25/2018,T3063772903,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
735099377,EL CHANGARRO,06/27/2024,T3280670619,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
735099377,EL CHANGARRO,06/27/2024,T3280670619,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
57273967,EL CHIRRION,02/16/2018,T3063473990,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
57273967,EL CHIRRION,02/16/2018,T3063473990,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
695195022,EL CIRCO,06/06/2019,T9286357899,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
695195022,EL CIRCO,06/06/2019,T9286357899,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
695195022,EL CIRCO,06/06/2019,T9286357899,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
695195022,EL CIRCO,06/06/2019,T9286357899,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
1066669,EL CORRIDO DE BARRERA,11/03/2015,T3061267598,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
1066669,EL CORRIDO DE BARRERA,11/03/2015,T3061267598,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
55348996,EL DE LA MIRADA,05/05/2017,T3063230440,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
55348996,EL DE LA MIRADA,05/05/2017,T3063230440,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
57074031,EL DE LOS FLETES,01/08/2018,T3063492757,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
57074031,EL DE LOS FLETES,01/08/2018,T3063492757,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652388,EL DE PLACERES DE ORO,04/03/2019,T3108036944,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
693652388,EL DE PLACERES DE ORO,04/03/2019,T3108036944,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
747950558,EL DORADO FUE COBRE,03/06/2025,T3333102204,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
747950558,EL DORADO FUE COBRE,03/06/2025,T3333102204,967179,OSCAR MANUEL AVILEZ FLORES,SESAC,W,50.000000
694675962,EL EMPRESARIO,04/18/2019,T3109029332,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
694675962,EL EMPRESARIO,04/18/2019,T3109029332,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
1066670,EL ENIGMA,11/03/2015,T3061267587,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
1066670,EL ENIGMA,11/03/2015,T3061267587,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
727968574,EL EXITOSO,10/28/2023,T3217995621,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
727968574,EL EXITOSO,10/28/2023,T3217995621,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
727968574,EL EXITOSO,10/28/2023,T3217995621,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
727968574,EL EXITOSO,10/28/2023,T3217995621,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
727968576,EL GORDO O EL CHE,10/28/2023,T3217996066,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
727968576,EL GORDO O EL CHE,10/28/2023,T3217996066,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
727968576,EL GORDO O EL CHE,10/28/2023,T3217996066,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
727968576,EL GORDO O EL CHE,10/28/2023,T3217996066,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
55036811,EL GRANDE,03/09/2017,T3063011616,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
55036811,EL GRANDE,03/09/2017,T3063011616,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
699222151,EL GUERO POCHOTE,09/14/2020,T3002744954,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
699222151,EL GUERO POCHOTE,09/14/2020,T3002744954,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
759211598,EL HUARACHE ES GANANCIA,11/12/2025,,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
759211598,EL HUARACHE ES GANANCIA,11/12/2025,,967179,OSCAR MANUEL AVILEZ FLORES,SESAC,W,50.000000
694675963,EL INDIO,04/18/2019,T3109021203,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
694675963,EL INDIO,04/18/2019,T3109021203,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
61295881,EL JEFE DE LAS CAÑAS,06/22/2020,T3092898807,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
61295881,EL JEFE DE LAS CAÑAS,06/22/2020,T3092898807,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
55036812,EL JOVEN ARTISTA,03/09/2017,T3063011547,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
55036812,EL JOVEN ARTISTA,03/09/2017,T3063011547,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
743191038,EL LOBITO DE COLIMA,01/10/2025,,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
743191038,EL LOBITO DE COLIMA,01/10/2025,,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
743191038,EL LOBITO DE COLIMA,01/10/2025,,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
743191038,EL LOBITO DE COLIMA,01/10/2025,,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
695195035,EL MES DE MAYO,08/01/2019,T3074946348,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
695195035,EL MES DE MAYO,08/01/2019,T3074946348,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
720811354,EL MF,12/23/2022,T3167799028,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
720811354,EL MF,12/23/2022,T3167799028,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652392,EL MISMO,04/03/2019,T3108036955,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
693652392,EL MISMO,04/03/2019,T3108036955,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
1066671,EL MOMENTO,07/05/2017,T3061267521,475722,RICARDO RAMIREZ MIRANDA,SESAC,W,50.000000
1066671,EL MOMENTO,07/05/2017,T3061267521,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
722172040,EL MORRAL,02/18/2023,T3168318541,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
722172040,EL MORRAL,02/18/2023,T3168318541,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
1066672,EL PILOTO DE RANCHO,11/03/2015,T3061267509,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
1066672,EL PILOTO DE RANCHO,11/03/2015,T3061267509,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
723035767,EL PLUMAS,04/04/2023,T3204362192,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
723035767,EL PLUMAS,04/04/2023,T3204362192,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
723035767,EL PLUMAS,04/04/2023,T3204362192,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
723035767,EL PLUMAS,04/04/2023,T3204362192,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
717225600,EL POTRERO,08/10/2022,T3122086146,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
717225600,EL POTRERO,08/10/2022,T3122086146,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
727968571,EL PRECIO DE LOS LIMONES,10/28/2023,T3233609928,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
727968571,EL PRECIO DE LOS LIMONES,10/28/2023,T3233609928,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652408,EL PRIMERO SERE YO,04/03/2019,,1771183,ERIC LOPEZ,UNKNOWN,W,50.000000
981084,EL PRIMERO SERE YO,11/04/2014,T3060484319,456692,ERIK LOPEZ,UNKNOWN,W,50.000000
981084,EL PRIMERO SERE YO,11/04/2014,T3060484319,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652408,EL PRIMERO SERE YO,04/03/2019,,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
720811355,EL RAYITO,12/23/2022,T3167798990,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
720811355,EL RAYITO,12/23/2022,T3167798990,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
1066673,EL RECLUTADO,11/03/2015,T3061267554,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
1066673,EL RECLUTADO,11/03/2015,T3061267554,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
759211597,EL REY Y EL PEON,11/12/2025,,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
759211597,EL REY Y EL PEON,11/12/2025,,967179,OSCAR MANUEL AVILEZ FLORES,SESAC,W,50.000000
996515,EL ROLEX,02/17/2015,T3060431774,456692,ERIK LOPEZ,UNKNOWN,W,50.000000
996515,EL ROLEX,02/17/2015,T3060431774,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
732615915,EL SACO,05/20/2024,,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
732615915,EL SACO,05/20/2024,,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
721878471,EL SELECTIVO,02/04/2023,T3168691467,419972,LUCIANO LUNA DIAZ,SESAC,W,25.000000
721878471,EL SELECTIVO,02/04/2023,T3168691467,480575,JESUS ANTONIO INZUNZA MONTOYA,SESAC,W,25.000000
721878471,EL SELECTIVO,02/04/2023,T3168691467,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
727968573,EL SENOR DE LA FIESTA,10/28/2023,T3293316384,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
727968573,EL SENOR DE LA FIESTA,10/28/2023,T3293316384,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
693652395,EL SENOR SANCHEZ QUINTERO,04/03/2019,T3108036762,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
693652395,EL SENOR SANCHEZ QUINTERO,04/03/2019,T3108036762,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
55037557,EL SONRIENTE,03/10/2017,T3063004279,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
55037557,EL SONRIENTE,03/10/2017,T3063004279,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
694675964,EL TACUACHE,04/19/2019,T3109026446,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
694675964,EL TACUACHE,04/19/2019,T3109026446,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
694675965,EL TORO,04/19/2019,T3109026560,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
694675965,EL TORO,04/19/2019,T3109026560,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
743191036,EN GUASAVE YA SE SABE,12/10/2024,,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
743191036,EN GUASAVE YA SE SABE,12/10/2024,,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
711060609,EN LA BOLA,12/07/2021,T3118293775,451248,EDUARDO GURROLA MARTINES,SESAC,W,50.000000
711060609,EN LA BOLA,12/07/2021,T3118293775,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
748359471,EN LAS BUENAS Y EN LAS BALAS,03/12/2025,T3316041239,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
748359471,EN LAS BUENAS Y EN LAS BALAS,03/12/2025,T3316041239,967179,OSCAR MANUEL AVILEZ FLORES,SESAC,W,50.000000
707474871,ENSEÑANZAS DE MI VIEJO,09/10/2021,T3067467925,3182338,MELODIES OF AFINARTE,ASCAP,P,25.000000
707474871,ENSEÑANZAS DE MI VIEJO,09/10/2021,T3067467925,3884481,ALEXANDER GARCIA,ASCAP,W,25.000000
707474871,ENSEÑANZAS DE MI VIEJO,09/10/2021,T3067467925,451248,EDUARDO GURROLA MARTINES,SESAC,W,25.000000
707474871,ENSEÑANZAS DE MI VIEJO,09/10/2021,T3067467925,494884,MUSIC OF AFINARTE,SESAC,P,25.000000
1066674,ESCUELA DEL VIEJO,11/03/2015,T3061267543,475718,ROBERTO RAMIREZ MIRANDA,BMI,W,50.000000
1066674,ESCUELA DEL VIEJO,11/03/2015,T3061267543,494884,MUSIC OF AFINARTE,SESAC,P,50.000000
